etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.0,13.0,30.0,3.912e-04,3.521e-05,1.711e-04,1.817e-05,2.287e+00,1.392e-01
1.0,1.5,13.0,30.0,1.468e-03,1.045e-04,1.158e-03,5.884e-05,1.268e+00,8.744e-02
1.5,2.0,13.0,30.0,2.959e-03,1.390e-04,2.000e-03,1.045e-04,1.479e+00,7.027e-02
2.0,2.5,13.0,30.0,5.145e-03,1.961e-04,4.784e-03,1.533e-04,1.075e+00,4.978e-02
