etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.0,13.0,30.0,3.400e-04,4.157e-05,3.074e-04,3.544e-05,1.106e+00,1.680e-01
1.0,1.5,13.0,30.0,1.679e-03,9.846e-05,1.525e-03,9.760e-05,1.101e+00,8.680e-02
1.5,2.0,13.0,30.0,6.511e-03,2.459e-04,4.447e-03,3.336e-04,1.464e+00,8.400e-02
2.0,2.5,13.0,30.0,8.136e-03,2.583e-04,7.088e-03,2.879e-04,1.148e+00,5.155e-02
