etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,20.0,200.0,5.632e-04,8.855e-06,3.862e-04,7.435e-06,1.458e+00,2.486e-02
1.4,2.5,20.0,200.0,4.848e-03,4.267e-05,3.767e-03,3.875e-05,1.287e+00,1.354e-02
