etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,17.0,20.0,7.730e-04,1.332e-04,5.168e-04,7.426e-05,1.496e+00,2.244e-01
1.4,2.5,17.0,20.0,1.860e-03,2.919e-04,1.859e-03,4.456e-04,1.001e+00,2.865e-01
