etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,20.0,200.0,5.594e-04,1.121e-05,5.815e-04,1.232e-05,9.619e-01,2.916e-02
1.4,2.5,20.0,200.0,8.444e-03,9.775e-05,7.521e-03,7.554e-05,1.123e+00,1.533e-02
