etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,17.0,20.0,7.699e-04,1.176e-04,4.354e-04,6.604e-05,1.768e+00,2.152e-01
1.4,2.5,17.0,20.0,2.540e-03,2.030e-04,9.668e-04,2.723e-04,2.627e+00,2.927e-01
