etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,17.0,20.0,1.010e-03,1.377e-04,1.074e-03,1.602e-04,9.408e-01,2.021e-01
1.4,2.5,17.0,20.0,9.187e-03,6.839e-04,2.515e-03,3.864e-04,3.653e+00,1.707e-01
