etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,20.0,200.0,5.030e-04,9.487e-06,3.606e-04,7.616e-07,1.395e+00,1.898e-02
1.4,2.5,20.0,200.0,4.668e-03,5.940e-05,3.782e-03,4.595e-05,1.234e+00,1.759e-02
