etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,15.0,20.0,7.758e-04,1.453e-04,5.173e-04,2.616e-06,1.500e+00,1.874e-01
1.4,2.5,15.0,20.0,2.291e-03,3.306e-04,7.370e-04,1.457e-04,3.109e+00,2.448e-01
