etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,15.0,20.0,9.704e-04,1.295e-04,1.141e-03,1.509e-04,8.504e-01,1.879e-01
1.4,2.5,15.0,20.0,2.513e-03,3.173e-04,2.854e-03,3.554e-04,8.808e-01,1.774e-01
