etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.4,20.0,200.0,5.480e-04,1.101e-05,5.772e-04,1.233e-05,9.495e-01,2.934e-02
1.4,2.5,20.0,200.0,8.081e-03,8.669e-05,7.596e-03,7.512e-05,1.064e+00,1.459e-02
