etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.0,30.0,200.0,3.561e-04,1.010e-05,3.889e-04,1.040e-05,9.157e-01,3.899e-02
1.0,1.5,30.0,200.0,2.720e-03,4.647e-05,2.890e-03,4.950e-05,9.412e-01,2.419e-02
1.5,2.0,30.0,200.0,1.420e-02,1.309e-04,1.503e-02,1.262e-04,9.449e-01,1.247e-02
2.0,2.5,30.0,200.0,2.108e-02,2.017e-04,2.132e-02,1.866e-04,9.889e-01,1.297e-02
