etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.0,30.0,200.0,5.676e-04,1.116e-05,3.677e-04,8.290e-06,1.544e+00,2.991e-02
1.0,1.5,30.0,200.0,3.641e-03,4.749e-05,2.342e-03,3.083e-05,1.554e+00,1.853e-02
1.5,2.0,30.0,200.0,7.359e-03,8.236e-05,5.424e-03,5.917e-05,1.357e+00,1.563e-02
2.0,2.5,30.0,200.0,1.668e-02,1.302e-04,1.399e-02,4.525e-05,1.192e+00,8.450e-03
