etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.0,13.0,30.0,7.854e-04,4.562e-05,3.702e-04,2.471e-05,2.122e+00,8.848e-02
1.0,1.5,13.0,30.0,3.268e-03,1.119e-04,2.348e-03,8.218e-05,1.392e+00,4.896e-02
1.5,2.0,13.0,30.0,6.863e-03,1.744e-04,4.301e-03,1.082e-04,1.596e+00,3.576e-02
2.0,2.5,13.0,30.0,1.327e-02,2.453e-04,1.055e-02,1.647e-04,1.258e+00,2.420e-02
