etaDown,etaUp,ptDown,ptUp,DATA,DATAerr,MC,MCerr,SF,SFerr
0.0,1.0,13.0,30.0,5.909e-04,3.336e-05,5.527e-04,2.713e-05,1.069e+00,7.481e-02
1.0,1.5,13.0,30.0,3.807e-03,1.014e-04,2.689e-03,7.160e-05,1.416e+00,3.766e-02
1.5,2.0,13.0,30.0,6.446e-03,1.107e-04,4.181e-03,7.739e-05,1.542e+00,2.525e-02
2.0,2.5,13.0,30.0,1.404e-02,1.739e-04,1.171e-02,1.446e-04,1.199e+00,1.749e-02
